"CUSTOMER_ID","NAME","DATA_USAGE","DATA_LIMIT","USAGE_PERCENTAGE"
9598,Halil,18603.44,20480,90.84
3700,Burak,18594.55,20480,90.79
7150,Hasan,18590.57,20480,90.77
5232,Fadime,18585.36,20480,90.75
1379,Hülya,9291.19,10240,90.73
2652,Burak,9289.92,10240,90.72
9025,Zeynep,18564.75,20480,90.65
5805,Hacer,18558.82,20480,90.62
248,Yasin,18556.26,20480,90.61
3482,Havva,18551.03,20480,90.58
4759,Murat,18547.95,20480,90.57
5929,Serkan,18547.47,20480,90.56
272,Melek,9269.14,10240,90.52
1120,Yağmur,9268.81,10240,90.52
3467,Fatih,18533.39,20480,90.5
1588,Mustafa,9267.02,10240,90.5
1524,Zeynep,9262.83,10240,90.46
1067,Metin,18525.14,20480,90.45
2478,Meryem,18522.13,20480,90.44
6466,Serkan,18513.47,20480,90.4
7988,Merve,18510.19,20480,90.38
3621,Havva,9255.32,10240,90.38
9006,Ömer,9254.38,10240,90.37
8749,Leyla,18507.98,20480,90.37
8175,Süleyman,9247.41,10240,90.31
3109,İsmail,9245.43,10240,90.29
8981,Zehra,18491.95,20480,90.29
148,Hasan,9243.89,10240,90.27
5246,Hülya,18484.66,20480,90.26
833,İbrahim,9242.1,10240,90.25
1155,Ayşe,18479.48,20480,90.23
4988,Esra,18477.1,20480,90.22
6675,Yağmur,9237.13,10240,90.21
7893,Büşra,9233.92,10240,90.18
1035,Ömer,18468.99,20480,90.18
8153,Süleyman,9233.69,10240,90.17
4702,Recep,18466.53,20480,90.17
1404,Mustafa,18463.23,20480,90.15
8557,Yasemin,9228.99,10240,90.13
4403,Kübra,18458.15,20480,90.13
8782,Kübra,18455.09,20480,90.11
2657,Yasin,18452.6,20480,90.1
7688,Fatih,9224.3,10240,90.08
701,Özlem,18448.92,20480,90.08
8658,Recep,9221.9,10240,90.06
9372,Enes,18439.18,20480,90.04
9394,Ramazan,9220.51,10240,90.04
5918,Burak,18435.37,20480,90.02
5174,Zeynep,18427.63,20480,89.98
1446,Rabia,18427.9,20480,89.98
8606,Kadir,9214.33,10240,89.98
9705,Yasin,18428.01,20480,89.98
9878,Recep,18423.67,20480,89.96
8574,Sevim,9210.66,10240,89.95
1,Emine,18420.61,20480,89.94
8784,Aysel,9208.39,10240,89.93
5837,Recep,18418.52,20480,89.93
9323,Burak,18417.64,20480,89.93
876,Adem,9209.32,10240,89.93
2621,Meryem,9207.78,10240,89.92
9256,Tuğba,18409.33,20480,89.89
7297,Fadime,9202.68,10240,89.87
3067,Yağmur,9202.58,10240,89.87
2507,Adem,18397.04,20480,89.83
3681,Zehra,9196.73,10240,89.81
7018,Yasin,18389.02,20480,89.79
9960,Osman,18378.65,20480,89.74
1531,Leyla,18377.48,20480,89.73
4512,Fatih,18376,20480,89.73
4044,Ayşe,18373.96,20480,89.72
128,Ayşegül,9184.45,10240,89.69
4022,Havva,9180.93,10240,89.66
5018,Yağmur,18361.71,20480,89.66
6599,Rabia,18359.49,20480,89.65
4827,Muhammed,18358.66,20480,89.64
124,Yasemin,18358.77,20480,89.64
7733,Yasemin,18357.54,20480,89.64
3923,Dilek,18357.06,20480,89.63
6029,Mustafa,18354.97,20480,89.62
3664,Emre,18353.73,20480,89.62
1250,Fatma,18351.15,20480,89.61
4227,Merve,9175.16,10240,89.6
6674,Meryem,18350.75,20480,89.6
1353,Mehmet,9174.24,10240,89.59
8135,Adem,9169.96,10240,89.55
1119,Hülya,9169.11,10240,89.54
495,Ahmet,18334.89,20480,89.53
9666,Sevim,18334.99,20480,89.53
2622,Leyla,9167.32,10240,89.52
4414,Murat,18333.97,20480,89.52
807,Ali,18334.7,20480,89.52
6944,Mustafa,9163.74,10240,89.49
5566,Dilek,9162.89,10240,89.48
956,İbrahim,9161.77,10240,89.47
9413,Ayşegül,18317.29,20480,89.44
2381,Rabia,18316.2,20480,89.43
7947,Kadir,18311,20480,89.41
3858,Enes,18309.35,20480,89.4
8938,Özlem,9153.07,10240,89.39
2560,Ayşe,9149.74,10240,89.35
9758,Rabia,18294.98,20480,89.33
9528,Mustafa,18287.97,20480,89.3
6515,Fatma,18284.72,20480,89.28
3034,Fatma,18283.67,20480,89.28
9798,Ramazan,9141.59,10240,89.27
957,Yasin,9141.65,10240,89.27
504,Yasin,9139.6,10240,89.25
1024,Merve,9135.86,10240,89.22
8824,Ayşe,9134.98,10240,89.21
8397,Hülya,18261.65,20480,89.17
1547,Muhammed,9130.54,10240,89.17
9727,Esra,9128.5,10240,89.15
4303,Hasan,9125.1,10240,89.11
9679,Elif,9123.46,10240,89.1
3827,Yusuf,18247.93,20480,89.1
1072,Havva,18247.85,20480,89.1
7360,Hülya,18245.36,20480,89.09
576,Hakan,18243.39,20480,89.08
4448,Muhammed,18240.77,20480,89.07
8531,Serkan,9119.86,10240,89.06
2148,Muhammed,18234.55,20480,89.04
1041,Yasemin,18233.14,20480,89.03
2060,Aynur,18230.12,20480,89.01
1291,Leyla,18230.12,20480,89.01
2077,Esra,18225.62,20480,88.99
8156,Ayşe,18217.59,20480,88.95
4394,Burak,18214.64,20480,88.94
2841,Rabia,18213.09,20480,88.93
7289,İbrahim,18212.68,20480,88.93
395,Osman,18213.42,20480,88.93
1490,Hülya,18210.3,20480,88.92
3319,Adem,9104.4,10240,88.91
4754,Fatma,18208.49,20480,88.91
2262,Fatih,18207.21,20480,88.9
5440,Ali,18205.65,20480,88.89
5047,Fadime,9101.85,10240,88.89
4915,Fadime,18201.9,20480,88.88
779,Songül,18199.98,20480,88.87
3879,Melek,9099.08,10240,88.86
8678,Tuğba,18196.72,20480,88.85
2355,Kadir,9097.26,10240,88.84
5853,Rabia,9093.92,10240,88.81
3430,Hakan,18187.93,20480,88.81
6565,Songül,18186.16,20480,88.8
4808,Hasan,18186.29,20480,88.8
9071,Enes,9091.15,10240,88.78
4169,Fadime,18177.6,20480,88.76
6376,Enes,18171.85,20480,88.73
8632,Hasan,18162.74,20480,88.69
8787,Ali,18158.73,20480,88.67
1101,Kübra,18160.6,20480,88.67
7234,Elif,18156,20480,88.65
4476,Havva,18156.03,20480,88.65
1497,Melek,9076.13,10240,88.63
42,Yusuf,9075.72,10240,88.63
8057,Ayşe,9074.91,10240,88.62
7134,Emre,18147.87,20480,88.61
6065,Dilek,18145.32,20480,88.6
9757,Ali,18144.6,20480,88.6
3413,Kübra,9068.28,10240,88.56
2308,Halil,18132.97,20480,88.54
4619,Leyla,9066.39,10240,88.54
4617,Yağmur,9064.91,10240,88.52
9807,Osman,9064.84,10240,88.52
915,Recep,18122.74,20480,88.49
4199,Mehmet,18121.7,20480,88.48
3951,Aysel,9058.63,10240,88.46
4460,Mehmet,18115.45,20480,88.45
8185,Ayşe,9055.79,10240,88.44
9487,Murat,18112.97,20480,88.44
3517,Havva,18110.1,20480,88.43
3963,Sultan,18107.54,20480,88.42
6688,Burak,9051.87,10240,88.4
1152,Mustafa,18103.04,20480,88.39
5920,Kadir,18100.84,20480,88.38
6138,Yasemin,18083.94,20480,88.3
7311,Dilek,18077.98,20480,88.27
5481,Dilek,18070.75,20480,88.24
3383,Adem,9034.21,10240,88.22
9195,Dilek,18065.54,20480,88.21
6993,Dilek,18064.56,20480,88.21
8930,Hülya,18063.47,20480,88.2
4187,Leyla,18055.4,20480,88.16
6297,Ali,9026.3,10240,88.15
5843,Elif,18053.98,20480,88.15
6113,Merve,18052.22,20480,88.15
7951,Hacer,9026.4,10240,88.15
6267,Metin,9026.31,10240,88.15
224,Rabia,18051.13,20480,88.14
6999,Ayşe,9025.04,10240,88.14
9756,Esra,18044.07,20480,88.11
9556,Mehmet,18042.41,20480,88.1
2537,Osman,18043.63,20480,88.1
8139,Zehra,18041.29,20480,88.09
6925,Ahmet,9020.13,10240,88.09
8614,Hülya,9019.39,10240,88.08
8172,Yusuf,18035.22,20480,88.06
5298,Hasan,18034.26,20480,88.06
8121,Fadime,18032.92,20480,88.05
9811,Osman,18033.1,20480,88.05
7754,Emre,18031.72,20480,88.05
5149,Serkan,18033.02,20480,88.05
9416,Osman,18028.38,20480,88.03
5632,Ahmet,9011.89,10240,88.01
2099,Ramazan,18025.12,20480,88.01
2748,Burak,18021.8,20480,88
717,Serkan,18023.26,20480,88
78,Merve,18022.38,20480,88
4878,Esra,18014.2,20480,87.96
683,Serkan,9006.53,10240,87.95
7328,Halil,9005.44,10240,87.94
8009,Mustafa,18010.2,20480,87.94
3405,İbrahim,18004.84,20480,87.91
5117,Murat,18001.81,20480,87.9
3825,Serkan,9000.6,10240,87.9
6177,Ahmet,17996.89,20480,87.88
7510,Hüseyin,17997.77,20480,87.88
3006,Esra,8997.13,10240,87.86
6540,Dilek,17985.05,20480,87.82
1650,Abdullah,17985.59,20480,87.82
7863,Serkan,8992.14,10240,87.81
1159,Dilek,17983.09,20480,87.81
8882,Meryem,8989.78,10240,87.79
7558,Abdullah,17977.54,20480,87.78
3665,Fadime,17974.38,20480,87.77
7172,Serkan,17975.16,20480,87.77
3588,Hüseyin,8985.72,10240,87.75
3568,Songül,17968.99,20480,87.74
1236,Elif,17966.59,20480,87.73
4484,Melek,8983.04,10240,87.73
8283,Yasemin,17964.49,20480,87.72
5561,Metin,17961.99,20480,87.71
4503,Ahmet,8979.15,10240,87.69
1614,Murat,17956.46,20480,87.68
4415,Ayşe,17955.94,20480,87.68
9455,Fatih,8974.98,10240,87.65
4093,Büşra,8974.9,10240,87.65
3115,Kübra,17941.09,20480,87.6
5743,Yusuf,17937.11,20480,87.58
3507,Zehra,8965.53,10240,87.55
7758,Esra,17930.08,20480,87.55
5984,Enes,17926.98,20480,87.53
2585,Dilek,17925.6,20480,87.53
3570,Rabia,17915.62,20480,87.48
5878,Adem,17908.05,20480,87.44
5899,Aysel,17902.64,20480,87.42
2442,Songül,8948.96,10240,87.39
513,Yağmur,17897.38,20480,87.39
1734,Songül,8946.91,10240,87.37
8042,Elif,17894.17,20480,87.37
8511,Merve,17889.03,20480,87.35
2504,Enes,17888.47,20480,87.35
9507,Osman,8942.19,10240,87.33
639,Havva,17874.74,20480,87.28
8662,Ayşegül,8934.59,10240,87.25
4282,Fatih,17865.8,20480,87.24
4711,Aynur,8932.16,10240,87.23
8365,Ayşegül,17861.46,20480,87.21
3426,Mahmut,17861.47,20480,87.21
5112,Özlem,8929.03,10240,87.2
9131,Serkan,8928.65,10240,87.19
5065,Recep,8926.73,10240,87.18
6793,Ahmet,17849.52,20480,87.16
3466,Hakan,8924.29,10240,87.15
7549,Sultan,17846.75,20480,87.14
2797,Furkan,8921.36,10240,87.12
860,Furkan,17840.52,20480,87.11
9721,Meryem,8920.16,10240,87.11
8064,Fatma,8919.35,10240,87.1
9550,Melek,8917.69,10240,87.09
6443,Ayşegül,8917.22,10240,87.08
3202,Mustafa,17831.5,20480,87.07
6069,Murat,17829.38,20480,87.06
8037,Sevim,8913.57,10240,87.05
7530,Merve,17822.64,20480,87.02
8731,Aysel,8908.66,10240,87
8118,Ahmet,17816.84,20480,87
7686,Yasin,17812.27,20480,86.97
4443,Süleyman,17807.93,20480,86.95
118,Enes,17804.38,20480,86.94
7661,Esra,17803.15,20480,86.93
2098,Mustafa,17801.55,20480,86.92
40,Murat,8899.47,10240,86.91
2358,Rabia,8899.99,10240,86.91
8216,Özlem,8895.95,10240,86.87
1311,Burak,8894.38,10240,86.86
5396,Recep,17785.86,20480,86.85
8086,Recep,8893.84,10240,86.85
3773,Fadime,17784.68,20480,86.84
3129,Meryem,8890.62,10240,86.82
8321,Emre,8888.94,10240,86.81
775,Metin,8888.75,10240,86.8
936,Özlem,17775.14,20480,86.79
2565,Süleyman,8886.38,10240,86.78
2600,Osman,17772.08,20480,86.78
4329,Fatma,8880.76,10240,86.73
305,Ömer,8880.11,10240,86.72
6219,Ayşe,17757.52,20480,86.71
7221,İsmail,8878.57,10240,86.7
5806,Zehra,17751.73,20480,86.68
2933,Hatice,17751.36,20480,86.68
2197,Ömer,8872.75,10240,86.65
8062,Songül,17743.1,20480,86.64
4140,Metin,8872.21,10240,86.64
7030,İsmail,8870.97,10240,86.63
5922,Ali,17742.7,20480,86.63
9020,İbrahim,17740.74,20480,86.62
4469,Aynur,8868.45,10240,86.61
1962,Havva,8867.77,10240,86.6
9283,Leyla,8868.34,10240,86.6
8788,Ayşe,8865.96,10240,86.58
6312,Esra,17732.48,20480,86.58
708,Serkan,17722.85,20480,86.54
2277,İsmail,17718.3,20480,86.52
9856,Yağmur,17719.38,20480,86.52
6155,Sultan,8859.32,10240,86.52
1005,Halil,8858.18,10240,86.51
3895,Burak,17718.17,20480,86.51
8239,Burak,17714.44,20480,86.5
4284,Emre,17714.81,20480,86.5
9677,Osman,8856.72,10240,86.49
7365,Yusuf,8855.39,10240,86.48
5866,Serkan,17708.44,20480,86.47
8779,Elif,8852.42,10240,86.45
3765,Ayşegül,17702.66,20480,86.44
8036,Kübra,8849.97,10240,86.43
4060,Meryem,17698.99,20480,86.42
6938,Hülya,17693.39,20480,86.39
3633,Hülya,8840.22,10240,86.33
3458,Kübra,17676.19,20480,86.31
4467,Hacer,17670.41,20480,86.28
3609,Fatma,8831.13,10240,86.24
7746,Merve,17660.09,20480,86.23
2244,Tuğba,17660.72,20480,86.23
6368,Mustafa,17654.94,20480,86.21
575,Hatice,8824.69,10240,86.18
8699,Enes,8823.84,10240,86.17
1327,Hacer,17647.96,20480,86.17
7277,İsmail,17643.42,20480,86.15
9369,Yasemin,17644.46,20480,86.15
9085,Zehra,8816.32,10240,86.1
9924,Yasemin,17631.64,20480,86.09
2582,Murat,8815.72,10240,86.09
6193,Merve,17629.03,20480,86.08
2295,Hacer,8813.39,10240,86.07
9173,Yasin,8810.33,10240,86.04
5693,Meryem,17617.26,20480,86.02
411,Metin,17611.43,20480,85.99
548,Yasemin,8803.98,10240,85.98
7902,Murat,17599.89,20480,85.94
6951,Burak,17599.48,20480,85.93
2873,Özlem,17599.12,20480,85.93
3521,Yağmur,17598.03,20480,85.93
1337,Recep,17597.1,20480,85.92
9596,Sultan,17592.9,20480,85.9
3392,Dilek,8793.8,10240,85.88
8881,Zeynep,17586.27,20480,85.87
4588,Havva,17582.89,20480,85.85
6927,Aynur,17577.64,20480,85.83
839,Elif,17577.26,20480,85.83
38,Adem,8786.73,10240,85.81
5857,Dilek,8785.99,10240,85.8
8409,Yasin,17569.37,20480,85.79
4888,Büşra,17568.63,20480,85.78
9760,Büşra,17564.73,20480,85.77
515,Abdullah,17566.66,20480,85.77
5095,Adem,17555.16,20480,85.72
5347,Hüseyin,8777.27,10240,85.72
900,İsmail,8777.84,10240,85.72
5639,Sevim,17550.99,20480,85.7
7116,Mustafa,17549.62,20480,85.69
7496,Murat,17545.25,20480,85.67
9730,Sultan,17534.6,20480,85.62
3937,Hasan,17535.27,20480,85.62
5351,Emine,17531.25,20480,85.6
8291,Sevim,17531.24,20480,85.6
1108,İbrahim,8765.16,10240,85.6
8647,Yasin,17527.98,20480,85.59
7129,Kübra,17529.82,20480,85.59
7940,Zehra,17524.76,20480,85.57
9747,Abdullah,17524.12,20480,85.57
7502,Kadir,17520.98,20480,85.55
1213,Büşra,17517.58,20480,85.54
1652,Fadime,17518.77,20480,85.54
3670,Tuğba,8756.8,10240,85.52
8988,Meryem,17503.1,20480,85.46
9704,Melek,17499.99,20480,85.45
3905,Leyla,8750.21,10240,85.45
2995,Yasemin,8748.96,10240,85.44
9419,Yusuf,8746.55,10240,85.42
6446,Hülya,17494.12,20480,85.42
9776,Merve,17492.47,20480,85.41
8326,Sultan,17487.1,20480,85.39
1668,Yasemin,17484.47,20480,85.37
5114,Özlem,8736.8,10240,85.32
424,Hüseyin,17469.78,20480,85.3
3424,Serkan,17465.81,20480,85.28
8598,Ayşegül,17462.08,20480,85.26
8803,Metin,8730.88,10240,85.26
7374,Abdullah,8729.31,10240,85.25
2852,Enes,8726.94,10240,85.22
1399,Hatice,17451.78,20480,85.21
2416,Serkan,17451.97,20480,85.21
6390,Fatma,17448.52,20480,85.2
2934,Halil,17445.99,20480,85.19
3356,Kadir,17445.95,20480,85.19
6503,Emine,8722.53,10240,85.18
3361,Hüseyin,17443.57,20480,85.17
2491,Halil,17441.36,20480,85.16
7559,Sultan,8718.54,10240,85.14
4399,Adem,8716.59,10240,85.12
2306,Fadime,8715.22,10240,85.11
7350,Adem,8714.92,10240,85.11
2469,Yağmur,17427.34,20480,85.09
4626,Kadir,17422.09,20480,85.07
1258,Hatice,17414.46,20480,85.03
8473,Murat,17415.12,20480,85.03
4363,Mustafa,17409.38,20480,85.01
3354,Yasemin,8703.82,10240,85
3314,Sultan,8704.2,10240,85
4941,Hülya,8704.02,10240,85
3714,Mahmut,17405.23,20480,84.99
6197,Yusuf,17402.77,20480,84.97
5167,Tuğba,17395.21,20480,84.94
1088,Melek,17393.31,20480,84.93
1249,Adem,8695.74,10240,84.92
999,Burak,17391.1,20480,84.92
2992,Osman,8695.4,10240,84.92
5041,Kübra,8695.65,10240,84.92
6300,Havva,17387.85,20480,84.9
8221,İsmail,17385.24,20480,84.89
3017,Burak,8689.34,10240,84.86
2252,Songül,17374.92,20480,84.84
4433,Esra,17373.34,20480,84.83
6838,Melek,17370.38,20480,84.82
535,Adem,17366.47,20480,84.8
6771,Emine,17367.72,20480,84.8
8215,Burak,17361.46,20480,84.77
1445,Yasin,17358.33,20480,84.76
447,Tuğba,17357.19,20480,84.75
1380,Sevim,17354.21,20480,84.74
8622,Hakan,17353.31,20480,84.73
9662,Hasan,17352.26,20480,84.73
1453,Murat,17350.34,20480,84.72
1806,Hatice,8672.97,10240,84.7
7279,Recep,17344.45,20480,84.69
2411,Kadir,17344.24,20480,84.69
5483,Hacer,17342.17,20480,84.68
870,Abdullah,17340.71,20480,84.67
2596,Ramazan,17338.16,20480,84.66
7383,Elif,17336.76,20480,84.65
5611,Osman,17335.3,20480,84.65
1555,Osman,17330,20480,84.62
3277,Enes,8664.24,10240,84.61
3783,Havva,8663.9,10240,84.61
6278,Osman,8663.2,10240,84.6
4505,Fatma,17322.32,20480,84.58
1475,Burak,8657.23,10240,84.54
9447,Fatma,17313.64,20480,84.54
4207,Zeynep,8653.09,10240,84.5
2335,Fadime,8652.8,10240,84.5
4914,Hakan,17300.54,20480,84.48
5948,Dilek,17299.39,20480,84.47
7147,Ayşegül,8649.07,10240,84.46
288,Recep,8646.46,10240,84.44
2851,İsmail,8645.52,10240,84.43
2911,Meryem,17291.44,20480,84.43
6558,Özlem,8644.43,10240,84.42
3999,Fadime,17283.3,20480,84.39
6505,Dilek,8640.26,10240,84.38
2314,Osman,17276.28,20480,84.36
967,Aynur,17275.39,20480,84.35
7620,Meryem,17272.64,20480,84.34
302,Yasin,8634.98,10240,84.33
6524,Süleyman,8635.29,10240,84.33
4071,Songül,8635.07,10240,84.33
5828,Ayşegül,17267.29,20480,84.31
8674,Serkan,17260.23,20480,84.28
2991,Merve,17258.94,20480,84.27
59,Yağmur,17259.35,20480,84.27
5032,Yağmur,17251.37,20480,84.24
898,Yusuf,17249.11,20480,84.22
5900,Hülya,8622.13,10240,84.2
8519,Havva,8619.68,10240,84.18
7685,Fadime,17239.52,20480,84.18
8342,Rabia,17240.31,20480,84.18
3140,Tuğba,17237.33,20480,84.17
7606,Burak,17233.1,20480,84.15
8899,Hüseyin,17229.88,20480,84.13
1721,Songül,17229.7,20480,84.13
8386,Burak,8614.2,10240,84.12
4851,Ramazan,17226.52,20480,84.11
8262,Abdullah,17225.68,20480,84.11
9354,Leyla,8613.33,10240,84.11
9526,Emre,17218.75,20480,84.08
4423,Fatma,17216.69,20480,84.07
7565,Recep,8607.72,10240,84.06
4298,Süleyman,17214.05,20480,84.05
7914,Ayşegül,8602.69,10240,84.01
2856,Murat,17203.2,20480,84
1782,Yasemin,8600.93,10240,83.99
2644,Fadime,8600.32,10240,83.99
3720,Esra,17200.32,20480,83.99
5647,Mehmet,17200.24,20480,83.99
9153,Ayşegül,17199.32,20480,83.98
5810,Merve,17192.88,20480,83.95
3974,Recep,17191.01,20480,83.94
7527,Leyla,17190.68,20480,83.94
6888,Aynur,17191.15,20480,83.94
813,Aysel,8591.11,10240,83.9
2156,Aysel,17175.75,20480,83.87
6983,Recep,17167.5,20480,83.83
7111,Süleyman,17161.35,20480,83.8
8838,Hacer,17162.59,20480,83.8
4214,Sultan,8579.6,10240,83.79
9987,Hülya,8579.82,10240,83.79
7978,Merve,17153.33,20480,83.76
880,Hülya,17152.77,20480,83.75
296,Aysel,17147.62,20480,83.73
5675,Serkan,17143.25,20480,83.71
9212,Serkan,17143.02,20480,83.71
4608,Fatma,17141.9,20480,83.7
1687,Hatice,8566.08,10240,83.65
418,Songül,17130.4,20480,83.64
337,Fatma,8563.35,10240,83.63
1794,Ayşegül,17126.89,20480,83.63
1604,Aysel,17126.03,20480,83.62
9663,Elif,17123.03,20480,83.61
9350,Mustafa,17120.86,20480,83.6
4441,Emre,8560.07,10240,83.59
3694,Recep,17107.08,20480,83.53
1229,Ayşe,8551.25,10240,83.51
7737,Fadime,17098.25,20480,83.49
7243,Furkan,8548.16,10240,83.48
8421,Sevim,8546.2,10240,83.46
9830,Dilek,8541.82,10240,83.42
6314,Yusuf,8542.12,10240,83.42
228,Emre,17080.56,20480,83.4
2427,Enes,17077.73,20480,83.39
5074,Aysel,17078.36,20480,83.39
8264,Hülya,17076.87,20480,83.38
2531,Aynur,17073.45,20480,83.37
8181,Mustafa,17071.66,20480,83.36
1123,Hülya,8536.26,10240,83.36
8050,Tuğba,17068.1,20480,83.34
9995,Yasemin,17065.08,20480,83.33
4716,Büşra,8532.79,10240,83.33
7603,Yasin,17064.77,20480,83.32
585,Esra,17062.52,20480,83.31
5652,Serkan,17060.74,20480,83.3
423,Ali,17057.87,20480,83.29
9433,Süleyman,17056.21,20480,83.28
9570,Süleyman,17055.35,20480,83.28
7070,Songül,17047.95,20480,83.24
8827,İbrahim,17046.2,20480,83.23
5199,Yasemin,8522.02,10240,83.22
6868,Yusuf,17043.43,20480,83.22
9678,Ömer,17042.32,20480,83.21
6489,Emre,17038.68,20480,83.2
6050,Sultan,17036.77,20480,83.19
1880,Songül,17037.6,20480,83.19
8322,Ayşegül,17034.57,20480,83.18
2286,Fadime,17032.8,20480,83.17
66,Sevim,8515.7,10240,83.16
2669,Rabia,17026.27,20480,83.14
2200,Ahmet,17018.16,20480,83.1
6587,Rabia,8506.19,10240,83.07
7624,Hüseyin,17010.09,20480,83.06
9147,Fatih,17009.49,20480,83.05
3410,Süleyman,17008.43,20480,83.05
2201,Sultan,17007.08,20480,83.04
4961,Hakan,8501.9,10240,83.03
3673,Melek,17004.53,20480,83.03
146,Zeynep,17001.68,20480,83.02
8587,Meryem,16999.94,20480,83.01
4997,Hatice,16995.02,20480,82.98
9717,Merve,8493.24,10240,82.94
3119,Yasemin,16978.75,20480,82.9
1007,Fatih,16977.23,20480,82.9
6375,Hülya,16975.83,20480,82.89
6307,Leyla,16975.95,20480,82.89
5852,Ömer,16968.12,20480,82.85
1154,Hacer,16961.52,20480,82.82
7541,Adem,8479.57,10240,82.81
6102,Adem,8480.25,10240,82.81
3933,İsmail,16956.21,20480,82.79
2246,Zeynep,8477.41,10240,82.79
9182,Fadime,16953.23,20480,82.78
4477,Dilek,16947.03,20480,82.75
7692,Sevim,8472.54,10240,82.74
5290,Elif,8471.85,10240,82.73
7462,Emine,16942.54,20480,82.73
5546,Tuğba,8470.47,10240,82.72
6018,Ahmet,16936.28,20480,82.7
2520,Serkan,16937.11,20480,82.7
7825,Mehmet,16928.95,20480,82.66
6643,Recep,16925.13,20480,82.64
8277,Yağmur,16917.42,20480,82.6
5516,Fadime,16914.39,20480,82.59
3085,Mustafa,16908,20480,82.56
3683,Zeynep,8452.73,10240,82.55
6682,Ömer,8451.37,10240,82.53
8294,Yağmur,16896.38,20480,82.5
2383,Ömer,16892.92,20480,82.48
4387,Ömer,16890.36,20480,82.47
4485,Zeynep,16890.69,20480,82.47
8777,Muhammed,16888.63,20480,82.46
7859,Ahmet,16876.59,20480,82.41
778,Mehmet,8438.53,10240,82.41
1432,Osman,8436.76,10240,82.39
6426,Emre,16869.23,20480,82.37
985,Yasemin,16868.63,20480,82.37
485,Rabia,8432.25,10240,82.35
1609,Dilek,8431.59,10240,82.34
7720,Dilek,16859.37,20480,82.32
8044,Melek,16848.64,20480,82.27
2102,Büşra,8423.19,10240,82.26
3644,Hasan,16847.09,20480,82.26
1235,Zehra,16844.19,20480,82.25
2100,Muhammed,16844.36,20480,82.25
6460,Osman,16845.15,20480,82.25
7183,Osman,8422.84,10240,82.25
5016,Hülya,8420.96,10240,82.24
4928,Sultan,8421.3,10240,82.24
631,Fatih,16843.36,20480,82.24
4246,Fadime,16839.62,20480,82.22
9315,Hüseyin,16834.17,20480,82.2
3139,Osman,16834.76,20480,82.2
7397,Hülya,8416.11,10240,82.19
7826,Fatma,8413.4,10240,82.16
3117,Kübra,8411.29,10240,82.14
2834,Leyla,16821.26,20480,82.14
9206,Burak,8409.63,10240,82.13
5970,Ramazan,8410.15,10240,82.13
2904,Esra,8409.35,10240,82.12
6522,Dilek,8409.57,10240,82.12
2629,Merve,8407.85,10240,82.11
5851,İsmail,16815.2,20480,82.11
1593,Zeynep,16813.38,20480,82.1
6832,Mehmet,16812.79,20480,82.09
5668,Enes,16808.48,20480,82.07
158,Süleyman,16805.24,20480,82.06
5243,Ahmet,8402.51,10240,82.06
3535,Abdullah,8402.91,10240,82.06
2780,Mahmut,8399.83,10240,82.03
3124,Fatma,8397.19,10240,82
9417,Mehmet,8394.96,10240,81.98
7135,Mehmet,16781.19,20480,81.94
7318,Dilek,16778.47,20480,81.93
9463,Muhammed,16777.1,20480,81.92
374,Meryem,16777.35,20480,81.92
4930,Yağmur,16774.86,20480,81.91
5932,Ali,16766.68,20480,81.87
6573,Yağmur,16766.51,20480,81.87
4490,Havva,16762.36,20480,81.85
4551,Fatih,16761.03,20480,81.84
6472,Furkan,16751.29,20480,81.79
4581,Recep,16745.71,20480,81.77
2665,Ayşegül,16746.09,20480,81.77
8070,Aynur,8370.38,10240,81.74
8240,Abdullah,16739.26,20480,81.73
4456,Abdullah,16737.33,20480,81.73
2857,Emine,16735.37,20480,81.72
7626,Muhammed,16729.83,20480,81.69
8916,Burak,16728.8,20480,81.68
1861,Recep,16714.87,20480,81.62
7396,Yasemin,16715.22,20480,81.62
3896,Fadime,16709.64,20480,81.59
4730,Ali,16697.73,20480,81.53
8200,Elif,8348.63,10240,81.53
6982,Ayşe,16695.99,20480,81.52
3018,Yağmur,16693.12,20480,81.51
5082,Fadime,8344.49,10240,81.49
4165,Ramazan,16688.14,20480,81.49
3035,Esra,16686.62,20480,81.48
5713,Aynur,16684.6,20480,81.47
8309,Ayşegül,16683.58,20480,81.46
9342,Serkan,8340.77,10240,81.45
2150,Yasin,16679.26,20480,81.44
9513,Ayşegül,8339.79,10240,81.44
1122,Sultan,16668.6,20480,81.39
5053,Hacer,16667.53,20480,81.38
1976,Meryem,8332.81,10240,81.38
4148,Metin,8332.48,10240,81.37
8230,Ramazan,16663.71,20480,81.37
1913,Mehmet,16659.03,20480,81.34
2498,Yağmur,16655.25,20480,81.32
2700,Süleyman,8327.08,10240,81.32
1373,Burak,16651.87,20480,81.31
3981,Yusuf,16652.61,20480,81.31
4553,İbrahim,16649.05,20480,81.29
3533,İsmail,8323.71,10240,81.29
677,Aysel,8323.1,10240,81.28
9349,Hülya,16647,20480,81.28
6723,Mahmut,16646.99,20480,81.28
5218,Meryem,8322.88,10240,81.28
4692,Emre,16644.64,20480,81.27
8577,Merve,16642.89,20480,81.26
5724,Mustafa,8319.27,10240,81.24
2086,Adem,8318.76,10240,81.24
3887,Fatma,16635.23,20480,81.23
6579,Yusuf,16630.72,20480,81.2
